,Review,Label,Review_Clean,absa,polarity
918,We had lunch here for business on Friday  23 Feb and everyone was down with severe vomitting and diarrhoea for days. Most had fever too. Food was good but not at the expense of getting poisoned.,NEGATIVE,we had lunch here for business on friday  23 feb and everyone was down with severe vomitting and diarrhoea for days. most had fever too. food was good but not at the expense of getting poisoned.,"[['lunch', ['had']], ['business', []], ['feb', []], ['everyone', ['down']], ['fever', ['had']], ['food', ['good']], ['expense', ['not']]]","[['lunch', 'NEGATIVE'], ['everyone', 'NEGATIVE'], ['fever', 'NEGATIVE'], ['food', 'POSITIVE'], ['expense', 'NEGATIVE']]"
919,Booked a table of 10 for cny eve. They have 3 seatings. We had ours at 8pm (last seating). We were delayed n hungry. The kitchen could not send out dishes for those in the 2nd seating. The last seating was therefore pushed to a very late time. Because management is GREEDY to have 3 seatings. Never go back again!!,NEGATIVE,booked a table of 10 for cny eve. they have 3 seatings. we had ours at 8pm (last seating). we were delayed n hungry. the kitchen could not send out dishes for those in the 2nd seating. the last seating was therefore pushed to a very late time. because management is greedy to have 3 seatings. never go back again!!,[],[]
920,"Felt very rushed…. Bread was cold, was offered dessert menu before food even came out and was told 5 minutes to order this was a reserved Dinner not some people walking in off the streets.",NEGATIVE,"felt very rushed . bread was cold, was offered dessert menu before food even came out and was told 5 minutes to order this was a reserved dinner not some people walking in off the streets.","[['bread', ['cold']], ['cold', ['bread']], ['dessert', ['menu']], ['menu', ['dessert', 'offered']], ['food', ['came']], ['order', []], ['dinner', ['this', 'reserved']]]","[['bread', 'NEGATIVE'], ['cold', 'NEUTRAL'], ['dessert', 'NEUTRAL'], ['menu', 'POSITIVE'], ['food', 'POSITIVE'], ['dinner', 'POSITIVE']]"
921,"I had been supporting them for the last decade. I had made a reservation a week before hand , not only did they not inform me that they had moved/ relocated , they didn’t even bother to indicate that the day I had made for the reservation …",NEGATIVE,"i had been supporting them for the last decade. i had made a reservation a week before hand , not only did they not inform me that they had moved/ relocated , they didn t even bother to indicate that the day i had made for the reservation  ",[],[]
922,"Our party of 4 visited for dinner and we found the food rather underwhelming, and downright disappointing considering the good things we had heard. …",NEGATIVE,"our party of 4 visited for dinner and we found the food rather underwhelming, and downright disappointing considering the good things we had heard.  ","[['party', ['visited']], ['dinner', []], ['food', ['found']], ['heard', ['we', 'things']]]","[['party', 'NEGATIVE'], ['food', 'POSITIVE'], ['heard', 'NEGATIVE']]"
923,With more that 1/2 the tables empty (I counted at least 10) told me I have to wait for 30min to get a seat.. I’m canceling all future reservations,NEGATIVE,with more that 1/2 the tables empty (i counted at least 10) told me i have to wait for 30min to get a seat.. i m canceling all future reservations,[],[]
924,Made a booking and paid the deposit. After 2 weeks the restaurant called to cancel the booking. Michelin service I guess.,NEGATIVE,made a booking and paid the deposit. after 2 weeks the restaurant called to cancel the booking. michelin service i guess.,"[['booking', ['made']], ['deposit', ['paid']], ['restaurant', ['called']], ['cancel', ['called', 'booking']], ['booking', ['cancel']], ['michelinservice', ['iguess']], ['servicei', ['iguess']], ['iguess', ['michelinservice', 'servicei']]]","[['booking', 'POSITIVE'], ['deposit', 'POSITIVE'], ['restaurant', 'POSITIVE'], ['cancel', 'POSITIVE'], ['booking', 'NEGATIVE'], ['michelinservice', 'NEUTRAL'], ['servicei', 'NEUTRAL'], ['iguess', 'NEUTRAL']]"
925,"Overpriced food, severely lacking in taste and quality coupled with very very slow service. Would have appreciated a heads up to manage experience if they were understaffed/short-handed for a longer wait. Free flow rice with sides were very …",NEGATIVE,"overpriced food, severely lacking in taste and quality coupled with very very slow service. would have appreciated a heads up to manage experience if they were understaffed/short-handed for a longer wait. free flow rice with sides were very  ",[],[]
926,We celebrated our friend’s birthday on last Friday. The food is average but the service is so bad. The staff kept asking if we had any orders. He just wanted to give us a signal that we should check the bill if we finished. They cleared my …,NEGATIVE,we celebrated our friend s birthday on last friday. the food is average but the service is so bad. the staff kept asking if we had any orders. he just wanted to give us a signal that we should check the bill if we finished. they cleared my  ,"[['friday', ['last']], ['food', ['average']], ['service', ['bad']], ['staff', ['kept']], ['check', ['we', 'bill']], ['bill', ['check']]]","[['friday', 'NEGATIVE'], ['food', 'NEGATIVE'], ['service', 'NEGATIVE'], ['staff', 'NEGATIVE'], ['check', 'NEUTRAL'], ['bill', 'POSITIVE']]"
927,We booked for a special birthday lunch and all was ruined when we found a long hair with debris on in the food and unfortunately this was found when eating the food. Needless to say we were all disgusted. When approaching the manager they …,NEGATIVE,we booked for a special birthday lunch and all was ruined when we found a long hair with debris on in the food and unfortunately this was found when eating the food. needless to say we were all disgusted. when approaching the manager they  ,"[['birthdaylunch', ['special']], ['food', ['debris', 'eating']], ['food', ['debris', 'eating']], ['approaching', ['when', 'manager', 'they']], ['manager', ['approaching']]]","[['birthdaylunch', 'POSITIVE'], ['food', 'NEGATIVE'], ['food', 'NEGATIVE'], ['approaching', 'NEUTRAL'], ['manager', 'NEGATIVE']]"
928,Hahaha damn funny can’t even cook the chicken drumsticks into eatable conditions. The chicken is uncook like beef haha. …,NEGATIVE,hahaha damn funny can t even cook the chicken drumsticks into eatable conditions. the chicken is uncook like beef haha.  ,"[['hahahadamn', ['funny']], ['uncook', ['chicken']], ['beefhaha', []]]","[['hahahadamn', 'NEGATIVE'], ['uncook', 'NEGATIVE']]"
929,"The prime ribeye steak was very fatty and portion was small, not worth $80+. Crispy barramundi was served with very salty quinao and portion was small too. The American burger and fried oreo dessert were alright. Totally unexpected, not worth the price, can get much better food elsewhere.",NEGATIVE,"the prime ribeye steak was very fatty and portion was small, not worth $80+. crispy barramundi was served with very salty quinao and portion was small too. the american burger and fried oreo dessert were alright. totally unexpected, not worth the price, can get much better food elsewhere.","[['ribeyesteak', ['prime', 'fatty']], ['portion', ['small']], ['crispybarramundi', []], ['salty', ['very', 'quinao']], ['quinao', ['salty']], ['portion', ['small']], ['burger', ['american', 'alright']], ['alright', ['burger']], ['price', ['worth']], ['food', ['better', 'get']]]","[['ribeyesteak', 'POSITIVE'], ['portion', 'NEGATIVE'], ['salty', 'POSITIVE'], ['quinao', 'NEUTRAL'], ['portion', 'NEGATIVE'], ['burger', 'POSITIVE'], ['alright', 'NEUTRAL'], ['price', 'POSITIVE'], ['food', 'POSITIVE']]"
930,Unhygienic and very bad taste. Not sure why people are giving five stars,NEGATIVE,unhygienic and very bad taste. not sure why people are giving five stars,"[['taste', ['unhygienic']]]","[['taste', 'NEGATIVE']]"
931,Came at dinner time. Ordered 5 items and only 3 came. The pide was ok. The lamb shank rice was ok. Nothing to praise. A bit pricey for the portions they gave.,NEGATIVE,came at dinner time. ordered 5 items and only 3 came. the pide was ok. the lamb shank rice was ok. nothing to praise. a bit pricey for the portions they gave.,"[['dinnertime', []], ['shankrice', []], ['nothing', []], ['praise', []]]",[]
932,"STING OPERATION: super expensive for bad service, cheating and poor quality of food
Total scam artist",NEGATIVE,"sting operation: super expensive for bad service, cheating and poor quality of food
total scam artist","[['operation', ['sting']], ['service', ['bad']], ['quality', ['poor']], ['food', []], ['scamartist', ['total']]]","[['operation', 'NEGATIVE'], ['service', 'NEGATIVE'], ['quality', 'NEGATIVE'], ['scamartist', 'NEUTRAL']]"
933,"They should be clear about their limited menu so customers don't make the trip at the wrong time. The annoying part was the staff, real don't care attitude when you give feedback politely. Service is part of the offering guys.",NEGATIVE,"they should be clear about their limited menu so customers do not make the trip at the wrong time. the annoying part was the staff, real do not care attitude when you give feedback politely. service is part of the offering guys.","[['menu', ['limited']], ['trip', ['make']], ['time', ['wrong']], ['part', ['annoying', 'staff']], ['staff', ['part']], ['care', ['real', 'not', 'attitude']], ['attitude', ['care']], ['feedback', ['give']], ['service', ['part']], ['part', ['service']]]","[['menu', 'NEGATIVE'], ['trip', 'POSITIVE'], ['time', 'NEGATIVE'], ['part', 'NEGATIVE'], ['staff', 'NEUTRAL'], ['care', 'NEGATIVE'], ['attitude', 'POSITIVE'], ['feedback', 'POSITIVE'], ['service', 'NEUTRAL'], ['part', 'NEGATIVE']]"
934,"Staff should learn what is customer service all about , never been to a restaurant with such POOR service. Food was excellent but very disappointed with the service.",NEGATIVE,"staff should learn what is customer service all about , never been to a restaurant with such poor service. food was excellent but very disappointed with the service.","[['staff', ['learn']], ['learn', ['staff', 'what']], ['customerservice', ['what']], ['service', ['such', 'poor']], ['food', ['excellent']], ['excellent', ['food']], ['service', []]]","[['staff', 'POSITIVE'], ['learn', 'NEUTRAL'], ['customerservice', 'NEUTRAL'], ['service', 'NEGATIVE'], ['food', 'POSITIVE'], ['excellent', 'NEGATIVE']]"
935,"Unfortunately, overrated.
-Getting their top seller food on menu - by right cant go wrong but it does this evening. …",NEGATIVE,"unfortunately, overrated.
-getting their top seller food on menu - by right cant go wrong but it does this evening.  ","[['sellerfood', ['their']], ['rightcant', []], ['evening', []]]","[['sellerfood', 'NEUTRAL']]"
936,"Attended a wedding reception at empress on 11 March 2023.

1) Service is very poor, staff are inattentive and unprofessional. …",NEGATIVE,"attended a wedding reception at empress on 11 march 2023.

1) service is very poor, staff are inattentive and unprofessional.  ","[['reception', ['wedding', 'attended']], ['empress', []], ['march', []], ['service', ['poor']], ['staff', ['inattentive']], ['unprofessional', []]]","[['reception', 'NEUTRAL'], ['service', 'NEGATIVE'], ['staff', 'NEGATIVE']]"
937,"Service, decor, vibes were all good. That's what attracted us here.

However, food was a disappointment. The portions were small. Huevos rotos …",NEGATIVE,"service, decor, vibes were all good. that is what attracted us here.

however, food was a disappointment. the portions were small. huevos rotos  ","[['service', ['good']], ['decor', []], ['food', ['disappointment']], ['disappointment', ['however', 'food']], ['huevosrotos', []]]","[['service', 'POSITIVE'], ['food', 'NEGATIVE'], ['disappointment', 'NEGATIVE']]"
938,"Missed the Mark, disappointing...

Even at $29 for lunch, it missed the mark... …",NEGATIVE,"missed the mark, disappointing...

even at $29 for lunch, it missed the mark...  ","[['mark', ['missed', 'missed']], ['lunch', []], ['mark', ['missed', 'missed']]]","[['mark', 'NEGATIVE'], ['mark', 'NEGATIVE']]"
939,"heard lots of good reviews but i guess the past is the past. nasi lemak, meh. coconut tho, not bad.",NEGATIVE,"heard lots of good reviews but i guess the past is the past. nasi lemak, meh. coconut tho, not bad.","[['guess', ['i']], ['past', ['past']], ['lemak', ['nasi']], ['meh', []], ['coconuttho', []]]","[['guess', 'NEGATIVE'], ['past', 'NEGATIVE'], ['lemak', 'NEUTRAL']]"
940,Don’t go unless you are prepared to wait indefinitely and deal with staff who avoid eye contact. Staff attitude is bad and food sequence being served is bad with mains served first and appetizer served last !  Really disappointed,NEGATIVE,don t go unless you are prepared to wait indefinitely and deal with staff who avoid eye contact. staff attitude is bad and food sequence being served is bad with mains served first and appetizer served last !  really disappointed,"[['dont', []], ['wait', ['to']], ['staff', []], ['avoid', ['who']], ['eyecontact', ['who', 'eyecontact']], ['staffattitude', ['bad']], ['foodsequence', ['bad']], ['appetizer', []]]","[['wait', 'NEUTRAL'], ['avoid', 'NEUTRAL'], ['eyecontact', 'NEUTRAL'], ['staffattitude', 'NEGATIVE'], ['foodsequence', 'NEGATIVE']]"
941,"First time there on a Sunday, the B team was on and the Sunday menu is rubbish.",NEGATIVE,"first time there on a sunday, the b team was on and the sunday menu is rubbish.","[['time', ['first', 'there']], ['sunday', ['menu']], ['bteam', ['on']], ['sunday', ['menu']]]","[['time', 'POSITIVE'], ['sunday', 'NEUTRAL'], ['bteam', 'POSITIVE'], ['sunday', 'NEUTRAL']]"
942,Very bad experience. Food is awful and not worth the price! 😡 …,NEGATIVE,very bad experience. food is awful and not worth the price!   ,"[['experience', ['bad']], ['food', ['awful']], ['price', ['worth']]]","[['experience', 'NEGATIVE'], ['food', 'NEGATIVE'], ['price', 'POSITIVE']]"
943,Terrible experience. Lunch main course waited for 35 mins to come. Food is just ordinary. Services is average. Won’t come back again,NEGATIVE,terrible experience. lunch main course waited for 35 mins to come. food is just ordinary. services is average. won t come back again,"[['experience', ['terrible']], ['lunch', ['course']], ['course', ['lunch', 'main', 'waited']], ['food', ['ordinary']], ['average', ['services']]]","[['experience', 'NEGATIVE'], ['lunch', 'NEGATIVE'], ['course', 'NEGATIVE'], ['food', 'POSITIVE'], ['average', 'NEGATIVE']]"
944,"Having made a online booking midweek, upon arrival the table wasn’t ready. After ordering pre-drinks and our meals the table still wasn’t completely set (2 places with no cutlery napkins or side plate). Meals came out nothing explained by …",NEGATIVE,"having made a online booking midweek, upon arrival the table wasn t ready. after ordering pre-drinks and our meals the table still wasn t completely set (2 places with no cutlery napkins or side plate). meals came out nothing explained by  ",[],[]
945,worst,NEGATIVE,worst,[],[]
946,Food is of rather poor Italian standard and quality. It is not worth the money. Service is very poor. It feels like a fast food restaurant. My friend commented it made him feel like being in tgifridays.,NEGATIVE,food is of rather poor italian standard and quality. it is not worth the money. service is very poor. it feels like a fast food restaurant. my friend commented it made him feel like being in tgifridays.,"[['food', ['standard']], ['standard', ['food', 'poor', 'italian']], ['quality', []], ['money', ['worth']], ['service', ['poor']], ['fast', ['foodrestaurant']], ['foodrestaurant', ['fast']], ['friend', ['commented']], ['feel', ['made']]]","[['food', 'POSITIVE'], ['standard', 'NEGATIVE'], ['money', 'POSITIVE'], ['service', 'NEGATIVE'], ['fast', 'NEUTRAL'], ['foodrestaurant', 'POSITIVE'], ['friend', 'NEUTRAL'], ['feel', 'POSITIVE']]"
947,Super expensive! A simple ground beef kebab dish costs $41. You can buy the same plate with the same quality less than $10 in a Persian restaurant in Canada. Check the price before any order.,NEGATIVE,super expensive! a simple ground beef kebab dish costs $41. you can buy the same plate with the same quality less than $10 in a persian restaurant in canada. check the price before any order.,"[['expensive', ['super']], ['simple', ['dish']], ['groundbeef', ['kebab']], ['dish', ['simple', 'kebab', 'costs']], ['quality', ['same']], ['restaurant', ['persian']], ['canada', []], ['price', ['check']], ['order', []]]","[['expensive', 'POSITIVE'], ['simple', 'POSITIVE'], ['groundbeef', 'NEUTRAL'], ['dish', 'NEGATIVE'], ['quality', 'NEGATIVE'], ['restaurant', 'NEUTRAL'], ['price', 'POSITIVE']]"
948,"Not recommend. Especially the chicken waffle price was over rated, chicken was too salty.",NEGATIVE,"not recommend. especially the chicken waffle price was over rated, chicken was too salty.","[['recommend', ['not']], ['price', ['waffle']], ['salty', ['chicken', 'too']]]","[['recommend', 'NEGATIVE'], ['price', 'NEGATIVE'], ['salty', 'NEGATIVE']]"
949,Requested to swap the 2 mentioned spicy sushi to non spicy ones but was told not possible even after knowing that i would be ordering for my child who can’t take spicy food. Turned out the whole plate of sushi moriawase served were spicy …,NEGATIVE,requested to swap the 2 mentioned spicy sushi to non spicy ones but was told not possible even after knowing that i would be ordering for my child who can t take spicy food. turned out the whole plate of sushi moriawase served were spicy  ,"[['swap', ['requested', 'spicysushi']], ['spicysushi', ['mentioned', 'swap']], ['non', ['spicy']], ['spicy', ['non', 'ones']], ['spicyfood', ['take']], ['plate', ['whole', 'spicy']], ['sushimoriawase', []], ['spicy', ['plate']]]","[['swap', 'POSITIVE'], ['spicysushi', 'NEUTRAL'], ['non', 'NEGATIVE'], ['spicy', 'NEGATIVE'], ['spicyfood', 'POSITIVE'], ['plate', 'NEGATIVE'], ['spicy', 'NEUTRAL']]"
950,"Food tasted bland, food was overpriced, this was obviously intended to be a tourist trap.",NEGATIVE,"food tasted bland, food was overpriced, this was obviously intended to be a tourist trap.","[['food', ['tasted', 'overpriced']], ['bland', ['tasted']], ['food', ['tasted', 'overpriced']], ['touristtrap', ['intended']]]","[['food', 'POSITIVE'], ['bland', 'POSITIVE'], ['food', 'POSITIVE'], ['touristtrap', 'NEUTRAL']]"
951,"Poor customer service from hotel receptionist. Tried to contact this number 98591643 several times, never get anyone pick up the call.",NEGATIVE,"poor customer service from hotel receptionist. tried to contact this number 98591643 several times, never get anyone pick up the call.","[['hotelreceptionist', []], ['number', ['contact']], ['call', ['get']]]","[['number', 'POSITIVE'], ['call', 'POSITIVE']]"
952,Been looking forward to the Beef Wellington. However this visit really disappoint me and my friends. I can imagine Gordon Ramsay yelling back at their kitchen staff if he knew the kind of food they served here. …,NEGATIVE,been looking forward to the beef wellington. however this visit really disappoint me and my friends. i can imagine gordon ramsay yelling back at their kitchen staff if he knew the kind of food they served here.  ,"[['beefwellington', []], ['visit', ['disappoint']], ['imagine', ['i', 'ramsay', 'yelling']], ['staff', ['kitchen']], ['kind', ['knew']], ['food', ['served']]]","[['visit', 'NEGATIVE'], ['imagine', 'NEGATIVE'], ['staff', 'NEUTRAL'], ['kind', 'POSITIVE'], ['food', 'POSITIVE']]"
953,Non-existent service that seemed to border on racism. Brought my kid there today to celebrate his birthday since it's Gordon Ramsay namesake. There was a Caucasian man and his partner standing in front of the glass door. He was soon …,NEGATIVE,non-existent service that seemed to border on racism. brought my kid there today to celebrate his birthday since it is gordon ramsay namesake. there was a caucasian man and his partner standing in front of the glass door. he was soon  ,"[['service', ['non-existent', 'seemed']], ['racism', []], ['today', []], ['birthday', ['celebrate']], ['gordon', ['namesake']], ['namesake', ['it', 'gordon']], ['man', ['caucasian', 'was']], ['partner', []], ['glassdoor', []]]","[['service', 'POSITIVE'], ['birthday', 'POSITIVE'], ['gordon', 'NEUTRAL'], ['namesake', 'NEUTRAL'], ['man', 'NEGATIVE']]"
954,"Came with a  group for dinner and viewing of F1. Because of rain delay, finish was delayed till 1110 pm. At 11 pm they chased us out as they wanted to charge us extra to stay the 10 mins till race end. Terrible experience and pathetic service. Definitely will not patronise again.",NEGATIVE,"came with a  group for dinner and viewing of f1. because of rain delay, finish was delayed till 1110 pm. at 11 pm they chased us out as they wanted to charge us extra to stay the 10 mins till race end. terrible experience and pathetic service. definitely will not patronise again.","[['group', []], ['dinner', []], ['f1', []], ['raindelay', []], ['pm', []], ['pm', []], ['charge', ['wanted', 'extra']], ['experience', ['terrible']], ['service', ['pathetic']], ['patronise', ['definitely', 'not', 'again']]]","[['charge', 'POSITIVE'], ['experience', 'NEGATIVE'], ['service', 'NEGATIVE'], ['patronise', 'NEGATIVE']]"
955,"Beautiful place but horrible service being treated not like guests but like kids. Food was average at best, nice but does not justify the price paid. $780 for 3pax dinner and some cocktails. Horrible service by this Indian lady Sakthi and …",NEGATIVE,"beautiful place but horrible service being treated not like guests but like kids. food was average at best, nice but does not justify the price paid. $780 for 3pax dinner and some cocktails. horrible service by this indian lady sakthi and  ","[['place', ['beautiful']], ['service', ['horrible']], ['food', ['average']], ['average', ['food']], ['justify', ['not', 'price', 'paid']], ['price', ['justify']], ['dinner', []], ['service', ['horrible']], ['ladysakthi', ['indian']]]","[['place', 'POSITIVE'], ['service', 'NEGATIVE'], ['food', 'NEGATIVE'], ['average', 'NEGATIVE'], ['justify', 'NEGATIVE'], ['price', 'NEUTRAL'], ['service', 'NEGATIVE'], ['ladysakthi', 'NEUTRAL']]"
956,"It was a birthday celebration for two of my friends.

Unfortunately, I didn’t read the reviews before heading over and we were served …",NEGATIVE,"it was a birthday celebration for two of my friends.

unfortunately, i didn t read the reviews before heading over and we were served  ","[['celebration', ['it', 'birthday']]]","[['celebration', 'NEUTRAL']]"
957,"Sadly, it was a bad experience for us on the 4th of December 2021. Food took hours to come, yet they came cold and average. …",NEGATIVE,"sadly, it was a bad experience for us on the 4th of december 2021. food took hours to come, yet they came cold and average.  ","[['experience', ['sadly', 'it', 'bad']], ['december', []], ['food', []], ['average', []]]","[['experience', 'NEGATIVE']]"
958,Gets carried away cooking takeaways. For the time queued food isnt worth it. Tr@sh,NEGATIVE,gets carried away cooking takeaways. for the time queued food isnt worth it. tr@sh,"[['time', ['foodisnt']], ['worth', ['foodisnt', 'it']], ['tr', []], ['sh', []]]","[['time', 'NEUTRAL'], ['worth', 'NEUTRAL']]"
959,Antiquated dress code and food that did not meet the mark. They make you wear pants even though many people were wearing short sleeve t-shirts and tennis shoes. The food was nothing special and the rice was over cooked and dry. …,NEGATIVE,antiquated dress code and food that did not meet the mark. they make you wear pants even though many people were wearing short sleeve t-shirts and tennis shoes. the food was nothing special and the rice was over cooked and dry.  ,"[['dresscode', ['antiquated', 'meet']], ['food', []], ['meet', ['that', 'not', 'dresscode', 'mark']], ['mark', ['meet']], ['sleeve', ['short', 'and']], ['tennis', ['.']], ['food', ['nothing']], ['nothing', ['food', 'special']], ['rice', []]]","[['dresscode', 'NEGATIVE'], ['meet', 'NEGATIVE'], ['mark', 'POSITIVE'], ['sleeve', 'NEGATIVE'], ['tennis', 'NEUTRAL'], ['food', 'NEUTRAL'], ['nothing', 'POSITIVE']]"
960,"Very bad place. No one should go here. Their menu is so bad which only prefers south indian items and that is also not even good. Who puts mozzarella cheese in dosa and that was even smells bad. Buttermilk was hot instead of cold. And the attitude of staff is just so rude, they are fight with each other. Never ever visit this place.",NEGATIVE,"very bad place. no one should go here. their menu is so bad which only prefers south indian items and that is also not even good. who puts mozzarella cheese in dosa and that was even smells bad. buttermilk was hot instead of cold. and the attitude of staff is just so rude, they are fight with each other. never ever visit this place.","[['place', ['bad']], ['go', ['one', 'here']], ['menu', ['bad']], ['buttermilk', ['hot']], ['cold', []], ['staff', []], ['rude', ['attitude', 'just', 'so']], ['fight', ['they']], ['place', ['visit']]]","[['place', 'NEGATIVE'], ['go', 'POSITIVE'], ['menu', 'NEGATIVE'], ['buttermilk', 'POSITIVE'], ['rude', 'POSITIVE'], ['fight', 'NEUTRAL'], ['place', 'NEGATIVE']]"
961,We have been regular customers for several years. Your sunday brunch was second to none. Until June.  For some reason you took the oysters and the seared scallops off. We were hoping that they would be back on the pass today.  They weren't. …,NEGATIVE,we have been regular customers for several years. your sunday brunch was second to none. until june.  for some reason you took the oysters and the seared scallops off. we were hoping that they would be back on the pass today.  they were not.  ,"[['none', []], ['june', []], ['reason', []], ['passtoday', []]]",[]
962,Not good,NEGATIVE,not good,[],[]
963,"Pretending to care
Once seated in Zen the many (many) waiters and managers will nonstop dot on you repeating many times questions about how do you like the food and are you in …",NEGATIVE,"pretending to care
once seated in zen the many (many) waiters and managers will nonstop dot on you repeating many times questions about how do you like the food and are you in  ","[['care', ['pretending']], ['food', ['like']]]","[['care', 'NEGATIVE'], ['food', 'POSITIVE']]"
964,Worst place to celebrate birthday,NEGATIVE,worst place to celebrate birthday,"[['place', ['worst']], ['celebrate', ['birthday']], ['birthday', ['celebrate']]]","[['place', 'NEGATIVE'], ['celebrate', 'NEUTRAL'], ['birthday', 'POSITIVE']]"
965,"My experience here was pretty disappointing. My Wagyu Foie Gras Bowl was $40 but the taste, quality, and portion were way below expectation. Frankly, you won’t be able to differentiate their beef with Yoshinoya beef bowl. The foie Gras was …",NEGATIVE,"my experience here was pretty disappointing. my wagyu foie gras bowl was $40 but the taste, quality, and portion were way below expectation. frankly, you won t be able to differentiate their beef with yoshinoya beef bowl. the foie gras was  ","[['experience', ['disappointing', 'here']], ['wagyufoie', ['gras']], ['taste', ['expectation']], ['quality', []], ['portion', []], ['way', ['expectation']], ['expectation', ['taste', 'way']], ['differentiate', ['able', 'beef']], ['beef', ['differentiate']], ['yoshinoyabeef', ['beefbowl']], ['beefbowl', ['yoshinoyabeef']]]","[['experience', 'NEGATIVE'], ['wagyufoie', 'NEUTRAL'], ['taste', 'POSITIVE'], ['way', 'POSITIVE'], ['expectation', 'POSITIVE'], ['differentiate', 'NEUTRAL'], ['beef', 'POSITIVE'], ['yoshinoyabeef', 'NEUTRAL'], ['beefbowl', 'NEUTRAL']]"
966,"Food was reasonably good, but we got overcharged and not refunded",NEGATIVE,"food was reasonably good, but we got overcharged and not refunded","[['food', ['good']]]","[['food', 'POSITIVE']]"
967,"staff were rude, food was horrible. missed out on some of our orders and took more than an hour to serve main course. asked staff for couple of things but never got it. pricy food and don’t recommend to go there.",NEGATIVE,"staff were rude, food was horrible. missed out on some of our orders and took more than an hour to serve main course. asked staff for couple of things but never got it. pricy food and don t recommend to go there.","[['staff', ['rude']], ['rude', ['staff']], ['food', ['horrible']], ['horrible', ['food']], ['hour', ['more', 'took']], ['serve', ['course']], ['course', ['main', 'serve']], ['staff', []], ['couple', []], ['pricyfood', []], ['dont', []], ['trecommend', []]]","[['staff', 'NEGATIVE'], ['rude', 'NEUTRAL'], ['food', 'NEGATIVE'], ['horrible', 'NEGATIVE'], ['hour', 'POSITIVE'], ['serve', 'NEGATIVE'], ['course', 'POSITIVE']]"
968,A Super fake Indian food to be honest.. tasteless! nothing good other than the ambience. Average service.,NEGATIVE,a super fake indian food to be honest.. tasteless! nothing good other than the ambience. average service.,"[['fake', ['super', 'food']], ['food', ['fake', 'indian', 'tasteless']], ['..', []], ['tasteless', ['food']], ['nothing', ['good', 'other']], ['ambience', []], ['service', ['average']]]","[['fake', 'POSITIVE'], ['food', 'NEGATIVE'], ['tasteless', 'NEGATIVE'], ['nothing', 'POSITIVE'], ['service', 'NEGATIVE']]"
969,"For those who are trying to text Monti via WhatsApp for enquiry or reservations, just forget about it. Do not need to waste your time. They will not reply. …",NEGATIVE,"for those who are trying to text monti via whatsapp for enquiry or reservations, just forget about it. do not need to waste your time. they will not reply.  ","[['monti', ['text']], ['whatsapp', []], ['enquiry', []], ['forget', ['just']], ['waste', ['need', 'time']], ['time', ['waste']], ['reply', ['they', 'not']]]","[['monti', 'NEUTRAL'], ['forget', 'POSITIVE'], ['waste', 'POSITIVE'], ['time', 'NEGATIVE'], ['reply', 'NEGATIVE']]"
970,"Unfortunate situation. We were expecting a better service at this price point.

The interior design of this place is classy and warm. It's interesting if u …",NEGATIVE,"unfortunate situation. we were expecting a better service at this price point.

the interior design of this place is classy and warm. it is interesting if u  ","[['situation', ['unfortunate']], ['service', ['better', 'expecting']], ['pricepoint', []], ['design', ['interior', 'classy']], ['place', []], ['warm', []], ['u', []]]","[['situation', 'NEGATIVE'], ['service', 'POSITIVE'], ['design', 'POSITIVE']]"
971,Love the food and everything but the lady at the reception was obnoxious and rude for no reason. Her only job is to be nice and attend to customers but is clearly failing at it!,NEGATIVE,love the food and everything but the lady at the reception was obnoxious and rude for no reason. her only job is to be nice and attend to customers but is clearly failing at it!,"[['food', ['love']], ['everything', []], ['lady', ['obnoxious']], ['reception', []], ['rude', []], ['reason', []], ['job', ['only']], ['attend', []]]","[['food', 'POSITIVE'], ['lady', 'NEGATIVE'], ['job', 'NEGATIVE']]"
972,Disappointing birthday dinner. Everything was good right up to the point where we were rushed to finish our meal.,NEGATIVE,disappointing birthday dinner. everything was good right up to the point where we were rushed to finish our meal.,"[['birthdaydinner', ['disappointing']], ['everything', ['good']], ['right', ['point']], ['point', ['right', 'rushed']], ['meal', ['finish']]]","[['birthdaydinner', 'NEGATIVE'], ['everything', 'POSITIVE'], ['right', 'POSITIVE'], ['point', 'POSITIVE'], ['meal', 'POSITIVE']]"
973,"Made reservation one month in advance and went there for my husband's birthday celebration. during booking, the person mending the mailbox was polite and considerate, asking us for our preference and dietary constraints. One of our request …",NEGATIVE,"made reservation one month in advance and went there for my husband's birthday celebration. during booking, the person mending the mailbox was polite and considerate, asking us for our preference and dietary constraints. one of our request  ","[['reservation', ['made']], ['month', []], ['advance', []], ['husband', []], ['celebration', ['birthday']], ['booking', []], ['person', ['polite']], ['mailbox', ['mending']], ['considerate', []], ['preference', []], ['request', []]]","[['reservation', 'POSITIVE'], ['celebration', 'NEUTRAL'], ['person', 'POSITIVE'], ['mailbox', 'NEGATIVE']]"
